Index	Label	Frequency
5890	messages	15
5891	whatsoever	9
5892	tampered	2
5893	influential	9
5894	tire	29
5895	puzzled	17
5896	bumps	2
5897	experts	8
5898	mainly	7
5899	boils	4
5900	stared	35
5901	witness	19
5902	rides	4
5903	rational	12
5904	lincoln	16
5905	1865	3
5906	kneel	3
5907	expose	7
5908	peace-loving	1
5909	hint	14
5910	harshly	4
5911	intrusion	1
5912	canaries	1
5913	bankrupt	7
5914	zip	6
5915	overheard	15
5916	zigzagged	2
5917	mailing	4
5918	wailing	2
5919	nip	2
5920	bud	4
5921	local	29
5922	covering	3
5923	otaru	1
5924	chopsticks	12
5925	trophy	5
5926	length	15
5927	skate	15
5928	winner	11
5929	fate	31
5930	sir	15
5931	tempting	7
5932	dose	1
5933	sweep	10
5934	homeroom	3
5935	bites	11
5936	depend	40
5937	nicer	23
5938	decorated	17
5939	interview	16
5940	currencies	2
5941	weakened	2
5942	sweat	24
5943	trickle	1
5944	brow	3
5945	institution	1
5946	criminally	1
5947	insane	25
5948	natives	4
5949	north-west	1
5950	descendants	1
5951	tribes	2
5952	cockfighting	2
5953	banned	2
5954	foggy	4
5955	steadily	4
5956	production	14
5957	vehicles	3
5958	refreshed	2
5959	exception	14
5960	seized	4
5961	bond	2
5962	huddled	9
5963	technical	8
5964	knowledge	29
5965	towards	22
5966	lazier	4
5967	reasons	33
5968	monk	2
5969	fascinated	10
5970	crocodile	3
5971	gnu	1
5972	adventure	9
5973	corruption	2
5974	zealots	1
5975	recollection	2
5976	rat	12
5977	chewed	9
5978	distantly	2
5979	related	26
5980	regard	6
5981	applies	17
5982	twenties	4
5983	ten-day	1
5984	colder	12
5985	syllable	3
5986	haiku	2
5987	overview	1
5988	vital	3
5989	spokesperson	2
5990	organization	13
5991	revolt	3
5992	introverted	8
5993	cottage	19
5994	guitarist	15
5995	contributes	4
5996	title	10
5997	jar	7
5998	inconceivable	1
5999	subscribe	15
6000	graham	3
6001	greene	2
6002	witnesses	6
6003	bullets	8
6004	louder	30
6005	government'	6
6006	unsociable	3
6007	transmission	2
6008	idiots	7
6009	initially	4
6010	whereabouts	11
6011	rewarding	2
6012	brightest	9
6013	blurred	2
6014	cleaning	44
6015	inches	3
6016	acknowledged	9
6017	lifting	1
6018	diabetic	5
6019	invincible	8
6020	negotiate	11
6021	weirdest	7
6022	short-sleeved	3
6023	shirts	22
6024	achievement	8
6025	slips	1
6026	bookmarks	1
6027	cures	1
6028	tofu	2
6029	tasty	2
6030	tactic	2
6031	hurting	16
6032	else'	8
6033	repainting	1
6034	character	11
6035	apparent	6
6036	obliged	12
6037	callous	12
6038	feeds	8
6039	info	3
6040	lamp	15
6041	spit	5
6042	youngest	23
6043	communicating	2
6044	dryer	5
6045	mowing	2
6046	fiasco	3
6047	reality	13
6048	copied	6
6049	squirrel	10
6050	probable	6
6051	traitor	11
6052	fractured	5
6053	powerless	13
6054	hurricane	10
6055	katrina	2
6056	orleans	2
6057	faze	1
6058	yield	3
6059	betray	8
6060	comparing	3
6061	laser	3
6062	printers	4
6063	maintain	7
6064	inkjet	1
6065	susceptible	3
6066	hypnotic	1
6067	thesis	6
6068	saitama	3
6069	villa	2
6070	casualty	1
6071	yolks	3
6072	checking	14
6073	strangely	6
6074	grown	21
6075	fbi	13
6076	sociable	2
6077	implications	1
6078	consensus	1
6079	sixty	14
6080	begged	18
6081	ponytail	2
6082	rainbow	7
6083	perceptive	4
6084	hesitating	1
6085	stable	7
6086	mattress	6
6087	latest	20
6088	banks	6
6089	chunk	1
6090	rubbed	9
6091	competition	18
6092	asks	16
6093	terrifying	6
6094	obscure	3
6095	usa	6
6096	corner	42
6097	magnificent	7
6098	constant	11
6099	disgrace	5
6100	scattered	3
6101	tablecloth	4
6102	detect	2
6103	squad	4
6104	fox	19
6105	biased	8
6106	global	10
6107	dimensions	1
6108	snickered	4
6109	slurred	2
6110	unsteady	2
6111	gait	1
6112	medals	1
6113	athletes	5
6114	collect	10
6115	programmer	5
6116	recommends	2
6117	smoky	3
6118	sting	12
6119	lilies	3
6120	pipes	3
6121	bags	34
6122	square	26
6123	rectangle	3
6124	rhombus	1
6125	teachers'	4
6126	griefs	1
6127	sorrows	3
6128	behaved	12
6129	artist'	2
6130	masterpiece	7
6131	borrowing	5
6132	introduce	55
6133	rail	1
6134	monoxide	1
6135	poisonous	4
6136	substance	1
6137	incomplete	1
6138	combustion	1
6139	compounds	1
6140	colorful	5
6141	umbrellas	7
6142	impressive	22
6143	distract	7
6144	wait'	2
6145	troops	10
6146	rebel	3
6147	supremely	1
6148	mission	21
6149	footprints	9
6150	bees	15
6151	coin	15
6152	pets	14
6153	priest	13
6154	critic	8
6155	four-letter	2
6156	handkerchief	18
6157	predators	5
6158	pretending	17
6159	subjects	8
6160	rewrote	3
6161	expire	3
6162	swans	2
6163	photographer	11
6164	hyperactive	2
6165	concept	5
6166	remove	27
6167	unfortunately	50
6168	acquitted	9
6169	controversial	6
6170	basis	11
6171	nickname	8
6172	cholesterol	5
6173	deduce	1
6174	watering	9
6175	blinds	8
6176	major	31
6177	unsatisfied	3
6178	furnished	3
6179	wiser	10
6180	vengeance	2
6181	begging	6
6182	ultraviolet	1
6183	rays	1
6184	insure	4
6185	enquiry	2
6186	despite	14
6187	denials	1
6188	executive	3
6189	occurring	2
6190	billiards	1
6191	rumors	21
6192	defeat	13
6193	circulating	2
6194	restrooms	4
6195	attacker	3
6196	pursuing	3
6197	oppressed	1
6198	pig	11
6199	funds	10
6200	restart	2
6201	contempt	2
6202	tune	15
6203	pianos	1
6204	pre-tax	2
6205	plot	7
6206	celtic	2
6207	imports	10
6208	quantity	7
6209	timer	3
6210	filed	12
6211	toes	23
6212	self-confidence	2
6213	avoids	3
6214	displeased	2
6215	hobbies	5
6216	drawers	6
6217	fasten	15
6218	aunt'	7
6219	nor	39
6220	vicious	6
6221	framed	2
6222	undecided	7
6223	bulb	9
6224	appeal	9
6225	drama	5
6226	settling	4
6227	horrified	13
6228	represented	2
6229	generations	6
6230	knee-deep	2
6231	rack	7
6232	technology	12
6233	allegedly	3
6234	degas	1
6235	150	6
6236	hazard	6
6237	natto	2
6238	recorder	2
6239	quarantined	1
6240	shingles	1
6241	opposite	16
6242	moves	8
6243	r	2
6244	&	1
6245	b	7
6246	residential	6
6247	calculator	4
6248	gambling	23
6249	occasions	5
6250	presentable	3
6251	joke'	11
6252	settle	22
6253	anticipate	8
6254	ramen	1
6255	discounting	1
6256	sonata	3
6257	twisting	3
6258	ants	15
6259	exceptional	2
6260	coldest	2
6261	inaugural	1
6262	allowance	8
6263	calculated	10
6264	fax	8
6265	earring	8
6266	softness	2
6267	characteristic	4
6268	southerners	2
6269	brass	5
6270	travelling	1
6271	derailed	2
6272	bend	3
6273	wrecked	4
6274	smartly	1
6275	headaches	5
6276	repairing	4
6277	beards	5
6278	eyebrows	8
6279	contains	18
6280	vitamins	6
6281	tango	3
6282	nineties	4
6283	ufo	7
6284	mutton	2
6285	wept	6
6286	tendency	9
6287	undivided	1
6288	uneasy	14
6289	opportunities	13
6290	uphold	1
6291	discrimination	7
6292	—	1
6293	hiring	10
6294	housing	6
6295	constitution	4
6296	ideals	1
6297	captured	16
6298	punctuation	1
6299	jealousy	3
6300	nine-to-five	1
6301	prides	4
6302	frankly	35
6303	delivery	11
6304	unique	11
6305	conservative	11
6306	victims	13
6307	plate	16
6308	false	29
6309	scriptwriter	1
6310	plugged	4
6311	thoroughly	5
6312	exaggeration	5
6313	suppliers	2
6314	fantastic	32
6315	massachusetts	2
6316	types	3
6317	compensate	3
6318	1960	3
6319	nouns	1
6320	capitalised	1
6321	scream	26
6322	plainly	4
6323	nagging	4
6324	adapted	5
6325	pepperoni	1
6326	lit	26
6327	sass	1
6328	hollywood	5
6329	smooth	11
6330	surface	18
6331	industrialization	4
6332	cookie	21
6333	cutest	2
6334	diverted	1
6335	discussing	10
6336	convicted	8
6337	trumped	1
6338	assuming	7
6339	grandchildren	8
6340	degree	10
6341	1987	1
6342	staff	22
6343	bickering	4
6344	paralyzed	5
6345	vertigo	1
6346	saxophone	11
6347	applying	5
6348	insists	2
6349	downsides	1
6350	sarcastic	11
6351	rolling	3
6352	gathers	1
6353	moss	1
6354	harmed	2
6355	shaker	2
6356	ignores	3
6357	loophole	1
6358	prosecution	1
6359	hanging	29
6360	morgue	2
6361	witch	6
6362	sled	1
6363	duty-free	2
6364	shooed	1
6365	haunted	14
6366	telescope	8
6367	hangers	1
6368	reconciled	1
6369	acknowledges	2
6370	lectured	2
6371	allied	2
6372	attacking	1
6373	id	9
6374	165	2
6375	neptune	2
6376	orbit	3
6377	commander	3
6378	nitpick	1
6379	sake	14
6380	nitpicking	1
6381	loaded	20
6382	yachts	1
6383	conform	3
6384	hell	2
6385	freaks	3
6386	racist	9
6387	drivers	6
6388	rejoicing	1
6389	educational	5
6390	par	2
6391	pause	2
6392	dove	10
6393	luxury	9
6394	messenger	5
6395	resist	27
6396	petals	3
6397	floated	4
6398	marauders	1
6399	villages	3
6400	wandering	3
6401	trance	2
6402	thirst	3
6403	inch	13
6404	payments	4
6405	dizzy	40
6406	flustered	2
6407	prompt	2
6408	voter	4
6409	wiped	18
6410	ana	3
6411	marathons	1
6412	toll	6
6413	cluttered	1
6414	stressful	11
6415	stubborn	24
6416	tendered	1
6417	burglars	1
6418	fur	12
6419	noises	10
6420	classroom	44
6421	warily	1
6422	halt	1
6423	shipping	1
6424	banished	4
6425	tadpoles	1
6426	frogs	5
6427	lighter	10
6428	allowing	3
6429	damaged	14
6430	harping	1
6431	flaws	5
6432	resent	3
6433	location	9
6434	deteriorating	3
6435	untrustworthy	2
6436	nod	5
6437	wink	7
6438	broom	9
6439	nicely	6
6440	morally	3
6441	healed	4
6442	infected	9
6443	overcoat	9
6444	great-grandparents	1
6445	parent'	6
6446	threats	4
6447	underestimate	19
6448	stain	14
6449	removed	28
6450	discovery	10
6451	alcoholics	3
6452	brighter	5
6453	waterfall	2
6454	definite	6
6455	touching	13
6456	handles	8
6457	satisfaction	6
6458	territory	6
6459	uncharted	1
6460	easy-to-understand	1
6461	explanations	7
6462	salmon	13
6463	puppet	1
6464	controlled	10
6465	three-day	2
6466	gonna	13
6467	well-liked	2
6468	beckoned	3
6469	shotgun	2
6470	mornings	5
6471	entertain	3
6472	surprisingly	5
6473	downhearted	4
6474	stir	11
6475	stew	9
6476	noticeable	2
6477	paint'	1
6478	drying	3
6479	closest	19
6480	ingredients	5
6481	magician	9
6482	disappear	12
6483	crushed	12
6484	sending	17
6485	platform	5
6486	reader	3
6487	others'	4
6488	shortcomings	4
6489	vet	3
6490	euthanizing	1
6491	submitted	3
6492	launders	2
6493	witty	3
6494	listens	14
6495	fooling	9
6496	rural	4
6497	appeals	5
6498	clearing	2
6499	breaking	21
6500	wires	9
6501	transmit	3
6502	'	9
6503	em	4
6504	lifestyle	3
6505	storms	2
6506	imprisoned	3
6507	frowning	2
6508	arrange	13
6509	automatically	6
6510	accustoming	1
6511	flavor	6
6512	agonizing	3
6513	complains	10
6514	lucid	3
6515	bonus	5
6516	spectator	2
6517	surgeon	17
6518	commitment	5
6519	siblings	8
6520	dynamic	3
6521	shaping	1
6522	individual'	1
6523	farsi	1
6524	tightly	11
6525	perjured	1
6526	teens	14
6527	salesgirl	3
6528	pitching	3
6529	curveballs	1
6530	liter	4
6531	pun	1
6532	guardrail	1
6533	wad	1
6534	mcdonald'	5
6535	anniversary	10
6536	finnish	2
6537	swedish	3
6538	jingle	2
6539	bells	4
6540	lyrics	8
6541	block	6
6542	created	12
6543	amusement	2
6544	s-his-face	2
6545	open-minded	5
6546	syrup	4
6547	licorice	1
6548	flavoring	1
6549	geneva	5
6550	allergies	12
6551	acquisition	1
6552	creativity	2
6553	hesitantly	2
6554	disposal	7
6555	noah'	2
6556	ark	2
6557	intrude	4
6558	aches	5
6559	orphan	10
6560	gardens	1
6561	ponds	1
6562	hangovers	4
6563	insults	2
6564	theories	4
6565	sweets	6
6566	glued	3
6567	toy	23
6568	dependable	4
6569	unfounded	5
6570	audio	3
6571	rescheduled	4
6572	irs	6
6573	progress	40
6574	consequences	13
6575	ohio	1
6576	camouflage	1
6577	luggage	29
6578	slacking	1
6579	vegetarian	21
6580	disappointments	1
6581	thousands	21
6582	earning	5
6583	hospitality	9
6584	sleeper	4
6585	consent	3
6586	pounding	2
6587	council	11
6588	passwords	4
6589	underwent	2
6590	extensive	1
6591	renovations	1
6592	accommodate	1
6593	downhill	2
6594	racing	4
6595	score	10
6596	external	4
6597	stopwatch	2
6598	jaw	4
6599	converted	2
6600	deepest	9
6601	snoring	6
6602	backgammon	3
6603	muffins	2
6604	climbing	27
6605	beautifully	7
6606	replaced	12
6607	therapist	2
6608	laziness	5
6609	clocks	6
6610	avoided	16
6611	muddy	4
6612	pursuit	2
6613	liberty	6
6614	calmed	9
6615	insufficient	3
6616	16	7
6617	expectations	15
6618	mining	1
6619	reminding	2
6620	extended	7
6621	crybaby	1
6622	cravings	1
6623	empowering	1
6624	clarifies	1
6625	attained	7
6626	thrift	2
6627	overconfident	7
6628	draws	2
6629	meticulous	2
6630	postponed	25
6631	circumstances	18
6632	checks	11
6633	lobster	4
6634	hard-headed	4
6635	fad	5
6636	now'	3
6637	steering	6
6638	wheel	18
6639	ankles	1
6640	flow	3
6641	oceans	4
6642	unheard	2
6643	shove	1
6644	mom'	2
6645	supporters	3
6646	specialization	2
6647	tucked	7
6648	egotistical	5
6649	twisted	3
6650	outdoor	2
6651	vehemently	1
6652	measures	14
6653	promote	2
6654	domestic	2
6655	industry	26
6656	33-year-old	2
6657	shutterbug	1
6658	endings	6
6659	reduced	11
6660	trembled	3
6661	bathtub	16
6662	centimeters	2
6663	specific	15
6664	man'	28
6665	heed	6
6666	belonged	8
6667	hawking	1
6668	1962	3
6669	ph	1
6670	physics	10
6671	forgetting	15
6672	slippers	9
6673	distorted	2
6674	whispered	16
6675	kindly	8
6676	latex	2
6677	gloves	31
6678	badly	42
6679	adjoins	1
6680	dining	13
6681	straw	7
6682	bacteria	6
6683	thinner	7
6684	ado	1
6685	tonight'	5
6686	nicest	3
6687	grain	3
6688	werewolf	2
6689	remembering	11
6690	leg'	1
6691	faces	18
6692	applause	4
6693	genetic	1
6694	engineering	3
6695	corn	9
6696	pesticides	1
6697	radioactive	1
6698	material	13
6699	voices	13
6700	captivity	1
6701	reflects	3
6702	dime	7
6703	cared	16
6704	clap	7
6705	soured	1
6706	kansai	3
6707	pasta	5
6708	rematch	2
6709	anytime	15
6710	instruments	7
6711	portugal	6
6712	decriminalized	2
6713	possession	4
6714	80-yen	2
6715	clutch	3
6716	uglier	1
6717	privately	13
6718	averted	3
6719	gaze	3
6720	hilton	7
6721	islands	4
6722	englishman	8
6723	alcoholic	11
6724	refreshments	5
6725	reward	6
6726	respectfully	1
6727	superiors	1
6728	flush	6
6729	nerd	4
6730	belittles	2
6731	conditions	23
6732	socialist	3
6733	soused	1
6734	absorbed	14
6735	1995	3
6736	worm	7
6737	rabbit	22
6738	bitter	25
6739	fourteen	2
6740	deposit	12
6741	month'	4
6742	faintest	4
6743	traumatic	3
6744	gardeners	1
6745	slamming	2
6746	crutches	3
6747	knee	17
6748	bumped	5
6749	gladly	13
6750	unwell	2
6751	quieted	2
6752	gearing	2
6753	impersonate	2
6754	policemen	13
6755	disloyal	6
6756	medieval	5
6757	average	24
6758	misunderstood	26
6759	stacked	6
6760	trays	2
6761	referring	4
6762	assume	27
6763	criticized	12
6764	clowning	1
6765	undress	4
6766	shadows	4
6767	sew	10
6768	scissors	24
6769	curfew	7
6770	imposed	4
6771	shallow	13
6772	rebelled	1
6773	delirious	3
6774	seek	8
6775	complimented	2
6776	rejected	22
6777	answer'	3
6778	tax-deductible	1
6779	waving	5
6780	relied	7
6781	camel	5
6782	issued	5
6783	volunteer	27
6784	detained	4
6785	suspects	9
6786	exhibition	7
6787	stewardess	4
6788	plus	9
6789	maiden	4
6790	ego	2
6791	beloved	1
6792	spontaneous	10
6793	tours	2
6794	blog	7
6795	archaeology	2
6796	differently	11
6797	apollo	2
6798	11	12
6799	landing	11
6800	moon'	1
6801	botanist	1
6802	flora	1
6803	immature	9
6804	sprang	3
6805	surfer	2
6806	stagnated	1
6807	messed	14
6808	installed	4
6809	sneeze	3
6810	dig	8
6811	realizes	2
6812	thrilling	2
6813	accounting	3
6814	sincerely	12
6815	inconvenience	8
6816	juggle	3
6817	gum	5
6818	muggy	4
6819	butterfly	7
6820	pistol	2
6821	deliver	11
6822	backed	14
6823	utterly	3
6824	diagnosis	4
6825	explorers	6
6826	patiently	7
6827	appoints	1
6828	members	39
6829	cabinet	10
6830	inferior	2
6831	tireless	1
6832	drag	6
6833	amounts	6
6834	uniform	12
6835	flatly	3
6836	radiation	1
6837	paroled	1
6838	transported	5
6839	sensitive	27
6840	underneath	6
6841	mat	8
6842	radiator	1
6843	reasoning	4
6844	janitor'	1
6845	harp	2
6846	gasps	1
6847	doohickey	3
6848	cheating	21
6849	industrial	4
6850	cursed	4
6851	ferry	1
6852	scarecrow	1
6853	kimono	4
6854	thailand	5
6855	supervising	2
6856	moonlight	3
6857	reflected	4
6858	sip	10
6859	programs	9
6860	explored	6
6861	abused	5
6862	respectable	2
6863	mafia	2
6864	empowered	4
6865	screechy	2
6866	spinster	1
6867	contributing	4
6868	shield	1
6869	ghosts	27
6870	directions	13
6871	bothers	7
6872	focused	26
6873	small-town	1
6874	curiously	1
6875	bloomed	1
6876	withered	3
6877	disqualified	4
6878	achievements	2
6879	contribute	9
6880	clinic	1
6881	suspected	10
6882	dissatisfaction	1
6883	proved	10
6884	reread	3
6885	overflow	1
6886	toxic	1
6887	97	3
6888	blocking	5
6889	swallowed	8
6890	typewriters	2
6891	anxiously	2
6892	french-speaking	4
6893	court'	3
6894	embryos	1
6895	instructor	4
6896	vouch	2
6897	accuracy	4
6898	letdown	1
6899	wrinkled	3
6900	daredevil	1
6901	2003	4
6902	2007	1
6903	promptly	4
6904	worrisome	1
6905	employed	6
6906	shutters	1
6907	crookedly	1
6908	valley	5
6909	berlin	6
6910	madly	4
6911	dreaded	3
6912	strangest	6
6913	shows	19
6914	subtitled	4
6915	dubbed	5
6916	balloon	6
6917	renew	9
6918	feeble	1
6919	labor	10
6920	broadcast	2
6921	examples	8
6922	haul	2
6923	superintendent	3
6924	advertise	6
6925	ramble	2
6926	perspective	5
6927	prettiest	2
6928	bind	2
6929	concentrating	6
6930	intern	2
6931	nodded	15
6932	silently	7
6933	imminent	2
6934	phase	5
6935	shaking	15
6936	minimum	13
6937	wage	9
6938	knitted	2
6939	gunshots	21
6940	profile	5
6941	basque	2
6942	dump	5
6943	challenges	6
6944	singled	1
6945	preservation	2
6946	cynical	9
6947	conscience	10
6948	heats	1
6949	materials	12
6950	hikes	1
6951	rings	12
6952	addict	13
6953	overdose	2
6954	denounced	1
6955	dishonesty	1
6956	cuddle	1
6957	meowing	2
6958	deeds	4
6959	preparation	5
6960	investment	10
6961	hospitalized	10
6962	tanning	1
6963	skin	25
6964	september	9
6965	extinct	4
6966	papers	31
6967	legibly	4
6968	deciding	7
6969	struggling	1
6970	requested	12
6971	dug	7
6972	seniority	1
6973	recording	4
6974	mow	6
6975	inmates	3
6976	countless	15
6977	zipper	6
6978	dehydrated	3
6979	exercised	4
6980	reaches	3
6981	crept	7
6982	advertisement	6
6983	compulsive	4
6984	hoarder	1
6985	merry	22
6986	world'	18
6987	disappearing	5
6988	trailer	2
6989	mates	1
6990	gamble	10
6991	snowmobile	1
6992	punctuality	4
6993	fatally	1
6994	potentially	2
6995	heartbroken	9
6996	peered	2
6997	wrap	8
6998	snorkeling	1
6999	coral	2
7000	reef	4
7001	label	8
7002	double-parked	8
7003	opposing	1
7004	don	2
7005	robbers	2
7006	ipad	8
7007	app	2
7008	painfully	5
7009	literally	8
7010	commanded	2
7011	ducked	2
7012	molecule	2
7013	atoms	4
7014	whistling	14
7015	announcer	3
7016	pluck	2
7017	lavender	2
7018	bloom	13
7019	singers	4
7020	musicians	4
7021	decidedly	1
7022	plump	1
7023	tux	2
7024	sham	1
7025	stabbed	8
7026	wounds	9
7027	assistant	27
7028	warmed	3
7029	candlelight	4
7030	unkempt	1
7031	repetition	3
7032	transform	1
7033	planes	12
7034	password	33
7035	flunk	6
7036	mishap	1
7037	flu	15
7038	modern	31
7039	bow	4
7040	arrows	1
7041	crush	12
7042	sneezes	2
7043	utensils	1
7044	wooing	1
7045	larger	30
7046	deodorant	5
7047	spray	5
7048	roll-on	2
7049	matches	8
7050	torrents	1
7051	damp	8
7052	delusional	4
7053	virtue	5
7054	splinter	1
7055	palm	3
7056	twenty-five	3
7057	inclined	7
7058	workaholic	5
7059	surely	6
7060	uncalled	1
7061	hens	2
7062	quietly	19
7063	cowards	7
7064	bartender	10
7065	washington	11
7066	c	6
7067	battering	1
7068	ram	3
7069	collects	5
7070	fans	7
7071	analyze	5
7072	40	9
7073	repaint	3
7074	barn	5
7075	reformat	1
7076	disk	5
7077	patted	4
7078	absorb	1
7079	truthfully	2
7080	error	22
7081	harsh	3
7082	medicines	2
7083	moral	4
7084	values	5
7085	snores	2
7086	rub	10
7087	singer'	2
7088	autograph	3
7089	improvement	8
7090	pulling	13
7091	solutions	2
7092	geared	2
7093	disabilities	2
7094	tyranny	2
7095	biology	9
7096	markings	4
7097	opera	17
7098	tally	2
7099	snows	9
7100	alps	5
7101	wholly	2
7102	championship	5
7103	imply	4
7104	nice-looking	1
7105	warmly	10
7106	interfering	3
7107	fanatic	2
7108	nursed	2
7109	stray	6
7110	bullet	21
7111	texas	4
7112	unanimously	2
7113	prophecy	7
7114	hammock	4
7115	hypothesis	6
7116	courteous	9
7117	tables	5
7118	supervisor	5
7119	drunkard	5
7120	tiger	8
7121	overrun	1
7122	dandelions	2
7123	futuristic	1
7124	unbeatable	3
7125	horrifyingly	1
7126	killers	4
7127	melody	6
7128	verification	1
7129	energetic	3
7130	malnutrition	1
7131	niger	1
7132	omit	2
7133	rote	2
7134	gander	2
7135	1650	3
7136	cds	12
7137	constraints	3
7138	enjoyable	6
7139	splattered	1
7140	girl'	8
7141	sharp-dressed	1
7142	recognition	7
7143	finishing	8
7144	disgusts	2
7145	rats	11
7146	resounding	2
7147	advanced	9
7148	spontaneously	2
7149	beers	14
7150	messing	5
7151	experiments	3
7152	sparks	2
7153	trucks	2
7154	recipe	13
7155	stadium	8
7156	autonomy	2
7157	1969	1
7158	independence	4
7159	1979	2
7160	nozomi	1
7161	tidy	12
7162	backup	6
7163	excessively	1
7164	militia	1
7165	child'	10
7166	musical	9
7167	heredity	1
7168	excommunicated	2
7169	buys	14
7170	endured	1
7171	cooperation	13
7172	chase	2
7173	grinned	4
7174	commercial	1
7175	weak-willed	1
7176	debauchery	1
7177	500	17
7178	farewell	4
7179	bravery	5
7180	stupidity	4
7181	unreasonable	9
7182	lump	7
7183	minimalist	1
7184	medium	1
7185	interpretation	3
